Team,Year,OWn%,BtRuns,BtWins,Fld%,Position,Target,CareerLen,Rank,Value,ARI,ATL,CHC,CIN,COL,LAD,MIA,MIL,NYM,PHI,PIT,SDP,SFG,STL,WSN,BAL,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIN,NYY,OAK,SEA,TBR,TEX,TOR
LAD,2017,0.37200000000000005,-4.7,-0.5,0.991,OF,MIL,13,1,2,0,2,0,0,0,4,2,3,12,0,4,0,2,0,2,0,2,0,0,2,2,0,2,2,3,1,1,0,0,4
STL,2017,0.457,-4.4,-0.4,0.985,OF,TOR,3,12,7,2,4,1,1,1,5,0,2,1,2,1,0,2,12,1,0,0,0,2,1,2,0,4,1,0,1,0,0,0,5
MIA,2017,0.0,-0.3,0.0,1.0,P,SDP,6,18,25,3,3,1,0,0,10,10,2,0,1,1,0,2,1,2,1,1,3,1,1,2,1,4,1,0,0,3,2,1,2
NYM,2017,0.0,-7.9,-0.8,0.9440000000000001,P,CIN,5,25,6,0,2,0,0,0,2,0,1,6,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0
ARI,2017,0.0,0.0,0.0,0.8,P,MIL,5,5,20,8,2,0,4,1,1,1,3,0,0,0,2,2,2,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0
MIL,2017,0.0,0.0,0.0,0.917,P,CIN,6,10,26,1,2,1,18,0,3,2,25,4,3,21,1,2,3,0,0,2,0,4,0,0,1,0,0,1,3,0,1,1,1
ARI,2017,0.643,6.9,0.7,0.991,C,COL,11,5,20,14,0,1,1,13,2,1,1,0,0,0,1,2,1,1,3,0,1,0,1,0,2,10,1,0,2,5,3,3,2
WSN,2017,0.0,-4.8,-0.5,0.889,P,OAK,14,4,10,4,3,14,2,2,2,6,2,1,0,2,3,3,6,8,2,2,0,0,1,2,2,5,1,1,1,1,2,0,1
CHC,2017,0.527,-1.1,-0.1,1.0,OF,ARI,7,7,4,9,3,11,1,1,1,3,0,0,1,1,7,2,12,3,2,3,0,1,2,3,1,3,0,2,0,2,1,2,1
CHC,2017,0.0,0.0,0.0,0.967,P,SFG,0,7,4,2,2,21,4,2,1,2,0,2,0,3,3,10,1,0,1,3,1,0,3,0,2,1,2,1,3,0,1,0,0
PHI,2017,0.303,-5.2,-0.5,1.0,OF,NYM,1,28,9,3,2,1,0,2,1,1,2,5,1,2,0,0,2,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0
ATL,2017,0.43200000000000005,-0.6,-0.1,0.993,OF,LAD,11,23,12,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0
WSN,2017,0.157,-14.2,-1.4,0.985,C,NYM,8,4,10,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
SDP,2017,0.46,-0.4,0.0,1.0,P,MIL,6,24,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
WSN,2017,0.0,0.0,0.0,1.0,P,LAD,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAD,2017,0.0,-4.9,-0.5,1.0,P,ATL,12,1,2,2,3,2,0,1,13,1,0,5,0,2,0,1,2,1,2,1,0,1,1,4,1,3,1,2,0,1,2,3,1
PIT,2017,0.624,20.2,1.9,0.987,OF,SFG,8,20,17,0,2,1,2,1,4,4,2,1,1,12,0,6,2,1,1,3,1,0,1,2,0,4,1,2,1,0,3,1,2
CIN,2017,0.0,-0.9,-0.1,0.8,P,LAA,0,26,28,3,1,2,6,1,6,1,1,2,1,3,1,2,4,1,2,2,0,2,3,2,0,8,2,1,3,2,1,2,8
NYM,2017,0.5429999999999999,-0.3,0.0,1.0,P,WSN,6,25,6,3,3,2,1,1,2,1,6,2,2,1,1,2,2,3,0,2,1,0,0,1,0,1,6,0,2,2,2,2,1
SFG,2017,0.019,-8.5,-0.8,0.897,P,TEX,5,29,5,0,0,1,0,0,1,0,1,0,1,2,1,0,0,1,1,2,1,1,1,0,0,1,1,0,1,0,8,1,0
LAD,2017,0.0,0.0,0.0,1.0,P,CHC,10,1,2,0,1,0,0,0,4,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,2,2,2
COL,2017,0.0,0.0,0.0,1.0,P,PHI,10,9,23,2,2,1,1,5,0,1,2,2,9,1,1,1,4,1,2,0,0,0,0,5,1,1,1,1,0,0,1,3,1
MIL,2017,0.22,-1.2,-0.1,1.0,P,KCR,5,10,26,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
SDP,2017,0.0,-0.3,0.0,1.0,P,CIN,3,24,21,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
NYM,2017,0.0,-0.3,0.0,1.0,P,CLE,3,25,6,0,1,8,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0
LAD,2017,0.0,-0.3,0.0,1.0,P,ATL,2,1,2,0,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ARI,2017,0.0,-1.5,-0.2,1.0,OF,NYM,0,5,20,6,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,0,1
NYM,2017,0.35700000000000004,-4.7,-0.5,0.987,OF,WSN,7,25,6,2,3,0,1,1,4,1,1,16,2,2,0,0,2,4,1,3,0,0,3,1,0,2,1,3,2,1,1,0,1
CHC,2017,0.772,3.7,0.4,0.998,C,ATL,13,7,4,0,3,4,1,1,2,0,0,11,0,0,2,3,2,0,1,0,0,1,0,1,1,1,2,0,0,2,6,1,1
MIL,2017,0.0,-0.6,-0.1,0.967,OF,MIA,2,10,26,0,0,1,3,2,1,3,9,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,2,0
ARI,2017,0.0,0.0,0.0,1.0,P,MIN,12,5,20,2,2,3,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,2,0,1,1,1,1,0,0,2,1,1,2
COL,2017,0.0,0.0,0.0,1.0,P,LAD,4,9,23,2,2,16,1,16,6,4,0,2,0,0,3,4,0,2,1,1,0,1,1,0,1,1,0,2,0,3,2,0,0
SDP,2017,0.079,-6.6,-0.6,0.956,OF,BAL,3,24,21,0,1,1,1,1,0,1,3,0,1,0,3,0,0,1,1,0,1,0,1,1,1,2,0,0,0,1,0,7,0
SDP,2017,0.43,-3.7,-0.4,0.95,OF,LAA,1,24,21,0,1,1,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,3
STL,2017,0.45,-1.7,-0.2,0.909,OF,MIA,0,12,7,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
ATL,2017,0.0,-3.7,-0.4,0.8,P,CIN,0,23,12,1,19,3,6,0,2,1,1,4,0,2,1,3,3,2,1,1,0,2,1,3,2,3,1,0,2,1,1,3,0
NYM,2017,0.0,-0.9,-0.1,1.0,P,PIT,1,25,6,1,3,1,0,0,3,1,1,16,1,13,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0
SDP,2017,0.434,-4.2,-0.4,0.9790000000000001,OF,TOR,3,24,21,0,1,1,0,0,1,1,0,1,0,0,2,2,1,0,0,0,2,0,0,1,0,0,0,2,0,2,0,2,1
SFG,2017,0.49,-1.9,-0.2,0.993,OF,SEA,9,29,5,0,2,0,0,1,0,2,0,1,0,1,1,4,1,1,1,0,0,0,0,1,1,2,0,1,0,1,1,0,1
MIA,2017,0.735,59.8,5.6,0.988,OF,NYY,7,18,25,1,3,2,1,1,2,3,0,2,1,1,0,2,1,2,1,1,0,1,2,0,1,4,0,2,0,0,1,0,1
SDP,2017,0.0,0.0,0.0,1.0,P,SFG,6,24,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1
CIN,2017,0.335,-0.9,-0.1,1.0,OF,SEA,0,26,28,1,1,0,9,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,2
MIL,2017,0.613,5.3,0.5,0.9840000000000001,OF,NYY,8,10,26,0,0,0,2,0,2,6,8,16,2,9,0,3,3,0,1,0,0,0,0,0,0,0,0,14,1,1,1,1,1
CIN,2017,0.0,-2.5,-0.2,0.955,C,MIA,0,26,28,3,4,3,12,3,4,6,1,0,1,3,1,1,0,1,2,2,3,0,0,3,0,1,2,2,2,1,2,1,2
MIL,2017,0.0,0.0,0.0,0.967,P,STL,0,10,26,2,0,0,1,0,0,0,5,0,0,2,0,0,2,0,0,1,0,1,1,0,1,0,1,6,0,1,1,0,0
MIA,2017,0.6,22.4,2.1,0.997,OF,MIL,4,18,25,3,1,2,3,4,6,12,10,3,2,3,3,3,2,2,1,0,1,0,0,4,1,2,2,2,4,0,4,3,0
CLE,2016,0.0,-1.7,-0.2,1.0,OF,MIL,2,4,27,0,6,0,1,3,0,1,7,0,1,1,3,0,0,0,0,2,2,9,3,3,2,2,0,0,0,0,1,0,2
OAK,2016,0.0,-1.9,-0.2,1.0,OF,CIN,2,25,28,0,0,13,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OAK,2016,0.41,-6.2,-0.6,0.996,OF,SEA,6,25,28,0,2,3,1,1,0,2,0,2,0,0,5,0,2,1,0,3,1,2,2,0,0,1,0,1,5,1,1,0,1
DET,2016,0.182,-13.6,-1.3,0.9390000000000001,OF,MIA,8,11,14,1,1,4,2,2,6,1,3,3,3,1,2,6,2,1,1,6,2,20,1,2,6,4,3,4,4,4,2,4,4
ATL,2016,0.264,-17.0,-1.7,0.965,OF,SDP,10,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,1
TBR,2016,0.47700000000000004,-0.4,0.0,0.981,OF,BAL,3,26,30,0,2,0,1,0,1,1,1,3,0,3,2,1,1,0,4,1,0,1,0,0,1,0,1,1,2,1,10,1,2
TEX,2016,0.525,0.1,0.0,0.99,OF,HOU,18,2,11,0,0,0,0,2,1,1,2,2,0,0,1,0,5,0,0,2,0,0,1,8,0,3,2,7,0,1,0,3,1
HOU,2016,0.396,-4.4,-0.4,0.996,C,MIN,6,15,15,0,0,1,1,3,1,0,0,0,1,0,2,2,1,0,0,0,0,1,0,8,0,0,3,0,0,1,2,0,0
TOR,2016,0.0,0.0,0.0,1.0,P,STL,7,8,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
ATL,2016,0.478,-0.8,-0.1,1.0,P,SDP,7,28,13,1,2,1,0,3,0,1,2,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,0,1,0,1,0,0,1
CHC,2016,0.0,0.0,0.0,1.0,P,NYY,6,1,5,0,0,15,5,1,2,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,2,0,1,0,0,2
SEA,2016,0.0,0.0,0.0,0.889,P,TBR,6,13,12,0,1,8,1,0,1,12,1,1,0,0,2,2,5,2,0,1,1,2,0,2,0,1,0,1,0,9,0,0,0
ARI,2016,0.0,0.0,0.0,1.0,P,HOU,9,24,19,5,1,0,0,0,1,1,0,2,1,0,2,1,1,3,0,1,1,3,1,0,0,0,2,1,2,3,1,0,2
KCR,2016,0.264,-8.6,-0.8,0.9940000000000001,OF,MIA,2,16,25,0,0,1,1,1,2,1,3,0,1,1,0,1,1,0,0,1,0,2,0,1,12,0,1,0,1,1,0,0,0
TEX,2016,0.0,0.8,0.1,1.0,P,LAD,4,2,11,0,2,12,1,0,8,0,1,1,1,2,1,0,1,1,1,1,1,3,2,2,1,1,2,1,0,1,1,9,2
CLE,2016,0.46,-14.1,-1.4,0.98,OF,BOS,10,4,27,2,7,9,3,8,4,2,1,7,2,7,6,6,11,2,3,10,6,20,15,1,2,5,0,9,6,3,6,4,11
TBR,2016,0.07200000000000001,-6.5,-0.6,1.0,OF,OAK,3,26,30,1,4,2,2,1,2,1,2,2,1,10,3,0,2,2,2,2,0,3,1,0,1,2,1,2,3,1,10,0,3
TOR,2016,0.0,-0.3,0.0,0.971,P,ATL,13,8,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OAK,2016,0.0,0.0,0.0,1.0,P,WSN,4,25,28,1,0,2,1,0,5,0,0,1,1,1,4,2,0,0,3,0,2,4,0,2,0,0,2,1,6,0,1,2,0
KCR,2016,0.515,-2.2,-0.2,0.99,OF,SEA,6,16,25,1,2,1,3,0,2,1,2,1,1,3,1,2,1,0,0,3,0,2,2,0,14,2,2,3,1,1,5,1,1
OAK,2016,0.203,-7.3,-0.7,0.991,OF,LAD,0,25,28,1,0,0,0,1,2,0,2,1,1,0,0,2,0,1,0,0,0,1,1,1,8,1,1,0,5,0,1,2,0
TOR,2016,0.635,30.7,3.0,0.997,OF,CLE,11,8,22,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,5,1,0,0,1,1,0,0,2,0,2,10
LAD,2016,0.0,0.0,0.0,1.0,P,PHI,3,6,2,0,1,0,0,0,7,0,1,0,0,1,2,3,0,1,1,0,0,0,0,1,1,2,17,2,1,0,0,0,2
CHW,2016,0.495,5.4,0.5,0.9740000000000001,OF,NYY,5,18,16,1,0,5,13,0,1,3,1,9,0,1,3,3,2,1,2,2,7,0,0,0,0,2,0,10,3,2,2,4,1
ARI,2016,0.0,-2.0,-0.2,1.0,OF,CHC,0,24,19,7,1,6,0,1,2,0,2,1,1,0,0,1,1,1,0,0,1,3,0,0,0,1,0,0,1,0,3,0,0
LAA,2016,0.34,-8.7,-0.9,0.986,OF,BAL,5,21,8,0,3,1,2,0,3,0,0,1,2,3,1,0,1,0,0,1,0,1,2,0,3,5,0,2,1,0,2,0,1
CLE,2016,0.22699999999999998,-9.2,-0.9,0.992,C,MIN,7,4,27,2,4,11,5,0,8,0,2,1,4,4,6,2,0,1,0,3,1,16,1,1,1,1,11,2,3,2,7,13,3
NYY,2016,0.0,0.0,0.0,1.0,P,CLE,1,14,1,2,1,0,3,0,1,2,1,0,4,1,2,0,0,0,0,0,1,7,2,0,0,0,1,12,0,0,1,1,1
ATL,2016,0.0,0.0,0.0,1.0,P,TEX,16,28,13,0,9,1,0,1,3,2,0,2,0,9,2,1,0,1,0,1,0,0,0,0,0,7,0,1,0,2,2,2,10
LAA,2016,0.0,0.0,0.0,1.0,P,MIA,5,21,8,2,3,1,2,1,10,6,2,1,3,0,1,4,0,0,1,2,6,1,3,1,1,2,1,0,2,2,1,0,2
HOU,2016,0.363,0.1,0.0,0.9590000000000001,OF,TOR,0,15,15,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,1,2
BOS,2016,0.17,-3.2,-0.3,0.996,C,DET,4,5,3,0,3,3,2,0,2,2,3,1,3,3,1,2,2,2,1,16,2,6,14,0,0,1,1,0,0,0,1,10,3
TEX,2016,0.96,0.2,0.0,0.846,P,CHW,7,2,11,1,0,9,1,2,2,1,1,1,3,6,2,3,2,1,2,2,3,7,1,3,2,2,1,2,1,2,3,11,1
CLE,2016,0.0,0.0,0.0,1.0,P,TBR,6,4,27,0,3,9,1,0,0,1,3,4,6,3,4,1,1,2,10,3,1,7,3,2,3,3,3,2,3,5,7,2,3
SEA,2016,0.375,-9.4,-0.9,0.993,C,ARI,10,13,12,7,2,5,2,13,2,2,1,1,2,1,0,3,0,0,2,0,0,2,2,0,1,11,1,1,1,7,2,1,1
CHW,2016,0.0,0.0,0.0,0.917,P,TBR,4,18,16,0,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
PIT,2016,0.017,-10.2,-1.0,0.992,C,NYY,6,19,18,1,2,1,2,0,0,3,7,2,2,13,2,4,0,1,1,3,2,11,2,12,7,2,0,4,0,3,1,2,4
BOS,2016,0.0,-1.1,-0.1,1.0,OF,OAK,1,5,3,2,1,0,15,0,2,4,1,0,0,0,0,1,0,3,1,9,2,2,0,1,0,1,5,2,1,1,0,1,0
MIL,2016,0.614,10.0,1.0,0.991,C,COL,6,22,24,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
OAK,2016,0.0,-0.3,0.0,1.0,P,WSN,13,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBR,2016,0.183,-14.4,-1.4,1.0,OF,DET,1,26,30,1,1,2,0,1,2,1,1,1,1,2,2,0,0,0,2,3,2,2,6,0,0,0,0,2,1,1,7,0,1
DET,2016,0.679,28.8,2.8,0.971,OF,ARI,5,11,14,0,3,3,1,4,1,1,0,0,1,1,3,3,0,2,0,5,2,5,10,3,0,2,2,1,1,3,1,3,2
CLE,2016,0.048,-5.0,-0.5,0.9540000000000001,OF,TBR,5,4,27,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DET,2016,0.605,9.3,0.9,0.982,OF,HOU,9,11,14,1,0,2,1,1,0,9,1,1,1,1,0,3,0,1,0,1,0,1,1,8,0,5,0,7,0,2,0,2,1
BAL,2016,0.0,0.0,0.0,1.0,P,ARI,3,7,17,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,3,0,0,0
MIN,2016,0.0,0.9,0.1,1.0,P,NYM,5,0,20,1,1,0,1,0,4,0,2,1,0,2,5,3,1,2,0,2,0,2,0,1,0,1,14,0,5,1,0,2,1
TBR,2016,0.272,-3.6,-0.4,0.9740000000000001,OF,SEA,0,26,30,3,0,0,0,0,0,1,1,1,1,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3,2,4,0,2
MIN,2016,0.06,-10.3,-1.0,0.995,C,ARI,3,0,20,8,3,5,3,1,3,0,3,2,2,5,4,1,1,0,3,4,1,3,3,2,1,2,13,13,0,1,1,1,3
CLE,2016,0.552,4.9,0.5,0.985,OF,TEX,10,4,27,1,1,2,0,0,0,2,1,0,1,0,0,1,0,0,2,9,0,10,0,0,1,1,0,1,0,1,0,3,0
KCR,2016,0.0,-1.7,-0.2,1.0,OF,PHI,6,16,25,0,0,2,0,0,1,1,0,0,4,0,1,0,0,0,0,4,0,1,1,0,0,0,0,2,0,0,0,0,1
HOU,2016,0.0,0.0,0.0,0.889,P,COL,9,15,15,1,0,1,1,4,1,0,2,2,6,1,4,1,3,0,0,0,1,0,0,5,1,1,2,1,2,1,2,1,1
MIN,2016,0.43,-3.6,-0.4,0.9740000000000001,OF,TBR,6,0,20,0,0,1,1,2,3,1,2,2,1,3,2,3,0,1,1,0,0,2,2,2,2,2,18,2,6,0,4,1,0
SDP,2016,0.043,-4.5,-0.5,0.9229999999999999,P,BOS,5,27,23,0,2,1,0,3,2,0,1,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,2,1,2,0,0,0,0
CHW,2016,0.0,-0.6,-0.1,0.955,P,CHC,4,18,16,0,1,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,4,0,0,0,1,0,1,1,0,0,0,1,1
LAD,2016,0.381,-5.8,-0.6,0.953,OF,HOU,7,6,2,0,0,3,1,1,5,0,1,2,1,0,2,0,0,0,0,2,0,1,1,15,1,1,2,1,9,0,0,2,0
CHW,2016,0.0,0.0,0.0,1.0,P,NYY,8,18,16,1,0,2,0,1,2,4,1,1,2,4,0,5,1,2,1,1,6,2,1,1,0,0,2,13,0,1,1,2,1
NYM,2016,0.684,2.2,0.2,0.938,OF,SFG,9,9,6,0,1,4,0,0,1,4,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,2,0,1,1,1,0
BOS,2016,0.0,-1.4,-0.1,0.8,OF,SFG,8,5,3,0,1,0,2,0,1,0,0,0,0,0,3,11,0,1,0,2,0,1,2,0,2,0,0,0,1,2,0,2,0
MIN,2016,0.301,-12.3,-1.2,0.975,OF,ATL,2,0,20,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1
BOS,2016,0.466,-7.2,-0.7,0.971,OF,MIL,1,5,3,2,1,0,0,1,0,1,13,1,0,3,2,0,2,0,0,16,2,4,1,0,1,0,2,3,2,0,2,3,2
CHC,2016,0.0,0.0,0.0,1.0,P,TOR,9,1,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,9,0,0,0,0,1,0,0
SEA,2016,0.0,0.0,0.0,1.0,P,CIN,6,13,12,4,2,1,11,1,0,3,3,1,1,0,4,4,1,12,4,1,2,4,3,2,5,0,3,1,2,7,0,2,10
ATL,2016,0.37799999999999995,-1.7,-0.2,1.0,OF,SFG,7,28,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BOS,2016,0.0,0.0,0.0,0.833,P,CHC,7,5,3,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,1,0,0,1,0,0,1,0,0,0,2,0
DET,2016,0.49700000000000005,3.6,0.4,0.985,OF,LAA,9,11,14,1,4,1,1,1,2,2,1,0,1,1,8,0,2,0,1,3,2,1,6,1,0,3,1,1,1,1,1,0,0
OAK,2016,0.57,11.2,1.1,0.9640000000000001,OF,SEA,6,25,28,1,0,1,0,0,1,0,2,1,0,0,2,1,0,0,2,2,0,2,2,0,2,1,0,0,3,3,0,1,6
OAK,2016,0.469,-4.0,-0.4,0.991,C,MIL,4,25,28,3,1,2,2,0,5,2,6,1,0,5,6,4,1,2,0,3,1,4,2,1,1,2,4,2,9,1,5,1,2
NYY,2016,0.0,0.0,0.0,0.857,P,SDP,2,14,1,1,0,0,0,1,2,0,0,0,1,4,7,1,1,0,0,1,0,2,0,0,1,2,1,1,1,2,13,0,0
NYY,2016,0.0,-0.3,0.0,1.0,OF,LAA,7,14,1,2,11,2,5,9,5,4,17,10,3,3,10,10,2,4,5,8,4,9,5,4,4,13,2,13,3,5,6,5,4
STL,2016,0.527,2.2,0.2,0.99,OF,ATL,4,12,7,2,7,1,0,1,1,0,0,2,0,0,1,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SFG,2016,0.38299999999999995,-1.7,-0.2,0.9570000000000001,OF,MIN,3,10,4,0,0,0,0,1,0,0,1,0,0,0,3,4,1,0,0,2,0,0,1,0,1,0,5,0,0,0,0,1,1
PHI,2016,0.0,-2.4,-0.2,1.0,P,BAL,1,23,10,0,1,2,0,0,0,1,2,0,12,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,8,1
PHI,2016,0.0,0.0,0.0,1.0,P,LAA,7,23,10,0,2,2,1,0,2,1,2,2,8,1,2,2,0,2,0,4,2,4,3,1,1,9,2,8,1,0,1,0,1
SFG,2016,0.0,-1.4,-0.1,0.983,OF,SEA,7,10,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SFG,2016,0.341,-10.1,-1.0,0.991,OF,ARI,8,10,4,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
PHI,2016,0.392,-11.0,-1.1,0.995,OF,TBR,6,23,10,1,3,0,0,0,3,0,0,0,7,0,0,2,2,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1
MIA,2016,0.0,0.0,0.0,1.0,P,MIN,11,17,29,0,2,5,0,1,1,3,1,2,2,0,0,3,0,1,0,9,1,2,0,0,1,0,2,3,0,1,0,1,1
MIA,2016,0.0,0.0,0.0,0.33299999999999996,P,CIN,0,17,29,0,0,1,3,0,1,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
CHC,2016,0.0,-0.3,0.0,1.0,P,CIN,2,1,5,0,2,12,1,3,1,0,1,0,1,0,0,1,1,1,0,3,0,1,2,14,0,1,0,0,1,1,2,2,0
COL,2016,0.0,-3.9,-0.4,0.778,P,CHC,2,20,26,1,3,17,0,18,1,1,1,0,1,0,4,0,2,0,1,0,0,1,2,0,1,0,0,0,2,1,1,1,0
ARI,2016,0.0,0.0,0.0,1.0,P,PHI,0,24,19,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
WSN,2016,0.289,-2.4,-0.2,1.0,OF,DET,3,3,9,1,1,0,1,0,1,0,1,10,0,1,0,1,2,3,0,0,0,1,1,2,1,0,0,2,1,1,0,1,3
COL,2016,0.584,-2.1,-0.2,0.975,OF,ARI,6,20,26,3,0,0,0,4,0,1,0,0,2,0,2,0,8,0,1,0,1,0,0,2,1,2,1,0,2,2,1,1,1
CIN,2016,0.0,-0.3,0.0,0.667,P,TBR,2,29,21,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MIA,2016,0.0,0.0,0.0,1.0,P,COL,6,17,29,0,1,1,0,7,1,13,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
PHI,2016,0.693,1.5,0.1,0.998,C,MIA,8,23,10,0,1,0,0,1,9,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
MIA,2016,0.0,-0.6,-0.1,1.0,P,SDP,0,17,29,0,1,1,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
WSN,2016,0.439,-16.1,-1.6,0.97,OF,TBR,6,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
CHC,2016,0.172,-3.3,-0.3,0.98,C,SFG,5,1,5,0,2,4,0,0,9,2,1,1,1,1,1,2,0,0,0,2,0,2,0,0,1,1,0,1,1,1,0,0,1
PIT,2016,0.0,0.0,0.0,1.0,P,MIL,6,19,18,0,2,2,0,0,0,0,1,0,2,9,1,0,0,1,1,1,1,3,2,0,0,1,0,1,1,1,0,5,0
MIL,2016,0.23800000000000002,-17.8,-1.8,0.993,OF,LAA,1,22,24,0,1,1,1,1,0,0,6,0,2,1,2,0,0,0,0,0,1,1,2,0,0,1,3,7,0,0,0,2,1
CHC,2016,0.6779999999999999,19.0,1.8,0.983,OF,STL,8,1,5,0,2,18,2,3,1,2,0,2,0,1,4,0,10,2,1,3,1,2,3,2,0,1,1,2,0,1,0,0,1
PIT,2016,0.275,-4.8,-0.5,0.99,C,STL,5,19,18,0,0,0,0,0,1,1,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
MIL,2016,0.48700000000000004,-6.9,-0.7,0.975,OF,CIN,3,22,24,2,5,7,6,2,5,3,25,3,3,3,2,5,4,1,1,6,2,3,1,2,1,3,3,2,0,2,4,4,4
ARI,2016,0.182,-9.7,-1.0,0.996,C,SEA,3,24,19,11,1,0,0,1,3,2,1,2,2,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,1,0,0,1,0
ARI,2016,0.491,-6.7,-0.7,1.0,OF,PIT,3,24,19,6,3,0,1,0,1,0,0,0,1,2,1,1,0,0,1,0,0,2,1,1,0,2,1,0,1,1,0,0,1
